,volume,competition,overall,estimated_monthly_search,keyword
0,40.30185063753131,50.30565081258387,44.99809991247372,1417.1666299409774,mother of wealth nigerian movie
1,60.63701879325089,34.78455345161771,62.92623267081659,55149.086835492475,common wealth game 2022
2,82.81725280286649,38.76546891307589,72.0258919448953,2991792.5,commonwealth games 2022
3,44.045312674879966,31.653496347100045,56.19590816388996,2780.625980030304,crystal wealth game
4,45.141506857604874,10.690323542567466,67.2255916575187,3387.3491357301227,rummy glee
5,60.06477320567794,38.52691218130311,60.76893051218741,49749.79901837075,common wealth game live
6,41.831391680903565,2.937229759952289,69.44708096047563,1866.4830542701445,rummy satta
7,79.13832606035851,32.56299388698375,73.28766608668738,1542610.12,commonwealth games 2022 live
8,38.21184897151625,8.438944386461905,64.88645229252717,972.7300195696571,rummy nobel
9,59.667881976311186,0.44729387207395255,79.61029405211862,46318.68770773912,digital wealth pros
10,43.95516664565406,7.902191739973162,68.02648745284046,2735.8580974666556,rummy ola
11,43.74925414835787,68.01848814671239,37.865383000822746,2636.283731382238,mother of wealth
12,44.479974816166184,9.98956314298494,67.24520583659063,3006.984387866203,anand rathi wealth ipo
13,39.597347663620184,96.52601759355896,21.53566503503061,1248.3374453046765,app kaka wealth
14,40.482357900946376,3.4888922021768307,68.49673284938477,1463.9820849629825,teen patti baaz
15,39.49050127460351,60.13120620247503,39.67964753606424,1224.551620981573,borrowed wealth nigerian movie
16,66.78838911880288,16.356045922170868,75.21617159831601,166935.0113458755,game of charts
17,42.11999030455028,17.9215744744297,62.09920791506029,1966.0345585872935,teen patti wealth
18,58.20200855703725,71.19427463843745,43.5038669592999,35573.91233417013,teen patti
19,55.574065509687266,33.636499179961234,60.96878316486301,22163.50639010112,common wealth game
20,69.93807017903512,44.84866557328165,62.544702302876736,294332.436336438,invest for wealth
21,59.27034085279023,85.22439242582377,37.02297421348323,43119.16515442789,rummy
22,46.104180701304145,13.925749217235724,66.08921574203421,4028.4378337109347,rummy wealth
23,53.07394224485065,59.29625764127031,46.88884230179017,14129.937216711474,common wealth
24,46.47113175699756,59.698822126136875,43.386154815430345,4303.586783252099,build wealth
25,43.89833648500726,10.779782316982258,66.5592770840125,2708.006537226909,tnn earth
26,56.9179124885713,53.94364097211868,51.48713575822631,28230.669274152613,money chat
27,47.88478262000747,76.38288355449531,35.75094953275608,5551.004960283674,sniper new
28,48.91558916821202,27.881318025943045,60.51713557113449,6683.069635150054,topnews
29,53.05068758977022,95.2139555688087,28.91836601048076,14070.898302658554,history world
30,43.497359025735854,5.367526464887431,69.06491628042421,2519.3882515511373,tnn wealth
31,68.13700347460829,26.33069926942001,70.90315210259413,212815.33696651782,top news
32,42.210779120744874,39.34695094677203,51.431914086986424,1998.436802339221,rental ads
33,41.35839546454058,86.43208588042344,27.463154792058567,1714.1069049252965,game advertising
34,43.754390539489684,47.502609214253766,48.12589066261796,2638.722935736296,medical masks
35,39.625099092920905,58.13329357387804,40.74590275952143,1254.5906109887271,financial advertising
36,42.13972007483529,75.63739376770539,33.251163153564946,1973.0310757934833,travel advertisement
37,54.692791195672676,31.072014313403905,61.81038844113438,18911.53745130445,best term insurance plan in india 2022
38,38.85922369303994,19.889667511555093,59.484778090742424,1092.9846675565007,driemo no insurance
39,37.97257384825893,20.396600566572236,58.78798664084335,931.7128720682333,farmers insurance open 2022
40,45.17420404242868,16.50514387952885,64.33453008144991,3407.349893471009,insurance samadhan shark tank
41,51.384785434697065,11.838377814223945,69.77320381023657,10424.515351928945,niva bupa health insurance
42,41.737321032337334,60.354853138512,40.69123394691267,1835.1355806281133,ladder life insurance commercial
43,38.05621641381238,50.06709408081109,43.994561166500645,945.8506413975978,car insurance in europe
44,47.34737661486147,18.30922916356046,64.5190737256505,5039.05288979466,car insurance quotes
45,47.36402148321971,8.066199493066945,69.64891099507638,5054.177261184638,renters insurance
46,46.763077004883144,32.682272252870135,57.040402376006504,4535.856976203515,usa insurance
47,50.65597399622802,40.181899507976745,55.23703724412564,9142.524705972253,best car insurance
48,52.76439737198234,11.823468018488146,70.4704646767471,13363.96208495213,travel insurance
49,41.322163391474795,18.070672431787685,61.62574547984356,1702.961075833157,cheap car insurance
50,45.68083067388943,18.78634262710601,63.44724402339171,3732.781977993586,insurance quotes
51,40.38542534537994,62.02475026092142,39.18033754222926,1438.6530754024113,mobile insurance
52,51.324312179107835,37.46831668406143,56.92799774752321,10311.625705040586,auto insurance
53,54.44696565358621,16.50514387952885,68.97091088702868,18092.742441433296,home insurance
54,57.912518902152456,26.524526613985387,65.69399614408354,33767.18519672209,car insurance
55,46.91011274580999,32.712091844341735,57.09901045073413,4657.5430346574385,medical insurance
56,59.77745027691083,49.9776353063963,54.89990748525726,47241.533632107254,insta millionaire pocket fm full story
57,39.690945633268235,60.50395109586999,39.593497268699124,1269.553281086857,instant millionaire pocket fm
58,43.134896236300726,16.445504696585655,63.34469576985754,2360.2182423720064,joe millionaire for richer or poorer
59,44.91775995191227,66.9002534665275,39.00875324269238,3253.5986133218703,the poor widow wins the heart of the millionaire
60,58.92358191185754,59.490084985835686,49.71674846301093,40509.359449141084,insta millionaire
61,46.28741314601053,92.69420008945877,26.796606528275877,4163.557891175967,sidemen who wants to be a millionaire 2
62,51.5292523127607,91.68033397942447,29.92445916666811,10699.230016242527,sidemen halloween
63,50.69316708317454,30.863277173102727,59.91494495503591,9203.954697754654,millionaire empire tycoon
64,50.50512652475347,2.7284926196511106,73.88831695255118,8897.55248087484,millionaire empire tycoon script
65,65.45459013995819,27.3892947666617,69.03264768664825,131295.67909839057,road to condor
66,44.90894191139815,22.215595646339644,61.34667313252926,3248.436964454868,millionaire empire tycoon codes
67,42.488996285718436,38.944386461905474,51.77230491190648,2101.0952083534353,millionaire aisle
68,43.770867386424584,56.79141195765618,43.4897277143842,2646.5628150720836,bonnie locket millionaire
69,57.064468336368954,17.17608468763978,69.94419182436458,28985.525147748216,millionaire track
70,49.915371936660044,66.06530490532279,41.92503351566863,8001.187341213178,instant millionaire
71,41.562194054088955,62.39749515431639,39.58234944988628,1778.1730534584337,instant millionaire audiobook
72,58.325361827846386,93.21604294021172,32.55465944381733,36372.84682551218,sidemen who wants to be a millionaire
73,53.79582351143567,93.02221559564634,30.386803957894664,16091.186001225895,sidemen millionaire
74,98.66327044669632,94.28954823318921,52.186861106753554,51882128.0,sidemen
75,62.982575915690205,75.57775458476219,43.70241066546401,84129.8656669847,millionaire mindset
76,63.13574084157092,76.38288355449531,43.37642864353781,86482.25279749546,john carpenter
77,41.356711781364076,85.29894140450276,28.02888518843066,1713.5873522766858,who wants to be a millionaire john carpenter
78,40.28816390105512,88.37035932607724,25.958902287488943,1413.678578144492,john who wants to be a millionaire
79,68.02199355635199,74.69807663635008,46.66195846000095,208453.7306341115,how to become a millionaire
80,56.05824563535494,72.71507380348889,41.67158591593302,24182.38587975757,how to become millionaire
81,47.78082350622165,53.22797077680036,47.276426364710645,5448.067589193498,travel with me taehyung
82,46.292493413934075,67.79484121067541,39.248826101629334,4167.368084214495,time travel totka
83,66.18272713596961,92.23199642164901,36.9753653571603,149688.1517835681,travel alone idea
84,50.386310666987775,93.87207395258686,28.257118357200458,8709.228801196363,car advertisement
85,59.92158394728283,34.113612643506784,62.90398565188802,48483.56919687441,life insurance
86,41.68115623632312,7.469807663635009,67.10567428634405,1816.6711725654475,hire a character and travel 1000 meters with them
87,47.77434737532014,99.9701804085284,23.902083483395867,5441.718637234747,you can travel the world katy perry
88,53.0485075643822,64.26121962129119,44.3936439715455,14065.376317219343,zot
89,38.8901587429969,24.571343372595795,57.159407685200556,1099.0894762014307,travel fun 69
90,46.298419990078834,40.405546444013716,52.94643677303256,4171.817413816245,punjabi travel couple
91,42.650740333204105,94.05099150141642,24.299874415893843,2163.183587462716,cm travel in auto movie
92,62.225770317549134,52.825406291933795,54.70018201280767,73412.7426313926,health insurance
93,74.38419011967167,65.63292082898464,54.37563464534352,655396.9673790549,uk 07 rider
94,43.92103322974718,89.87624869539287,27.022392267177153,2719.095682878474,javier time travel
95,46.33916940257575,18.324138959296256,64.00751522163975,4202.538597171538,blind to billionaire today 2022
96,67.9844766575949,26.285969882212612,70.84925338769114,207050.3750838047,dr steve turley
97,84.3552455786425,45.95199045773073,69.20162756045588,3946349.0,russia
98,46.06157055529837,29.267929029372297,58.39682076296303,3997.6498033037747,steven gardner stimulus
99,57.359944424076545,40.77829133740868,58.290826543333935,30569.33953167404,its r life
100,43.07343347501857,20.038765468913073,61.51733400305275,2334.2429463613707,blind to billionaire today 2021 youtube
101,77.58244176919882,21.42537647234233,78.07853264842825,1165716.974353807,sagittarius
102,45.05032597858811,32.81646041449232,56.1169327820479,3332.19211980441,slotlady
103,63.17606372869366,16.594602653943642,73.29073053737501,87112.4162528693,paul begley
104,59.125626279347124,68.7639779335023,45.180824172922414,42010.15888580737,emma and ellie
105,73.33691982159108,25.4510213210079,73.94294925029159,542766.039616795,reviewtechusa
106,58.048635231680464,65.91620694796482,46.06621414185782,34604.97468910748,hodge twins
107,50.997645876523755,26.792902937229762,62.102371469647,9722.620298618212,the donnellys
108,57.9329746101752,62.71060086476815,47.61118687270353,33891.78188688307,brian laundrie
109,59.72157775423279,25.883405397346053,66.91908617844337,46768.669117418176,i allegedly
110,49.90660128679985,61.07052333383033,44.41803897648476,7988.562077500445,steve ram
111,43.32268607799289,20.65006709408081,61.336309491956044,2441.386124349801,blind to billionaire today 2021
112,43.44421898139787,14.283584314894886,64.58031733325149,2495.397816310602,its jimmy stimulus update
113,44.97836014091502,18.50305650812584,63.23765181639459,3289.2935445340277,blind to billionaire today
114,47.67292437544359,20.85880423438199,63.407060070530804,5343.247200577255,4th stimulus check update
115,51.796464519828625,15.222901446250187,68.28678153678922,11226.575468984493,stimulus check update today
116,65.95631579499299,74.78753541076487,45.58439019211406,143708.71029534808,its jimmy
117,46.944426404413946,23.751304607126883,61.59656089864353,4686.407485001001,4th stimulus check
118,40.30347315538113,20.545698523930223,59.87888731572545,1417.580697257592,4th stimulus
119,59.46597504885084,24.958998061726554,67.25348849356214,44665.07274419739,stephen gardner
120,51.89520421477019,82.15297450424929,34.87111485526045,11427.94901165129,behindwoods gold medal 2022
